msg,label
is python slow or faces performance issue,1
can i use jupyter notebook,1
could you clear my problem,1
is data structure used in dats science,1
can one stop overwriting variable,1
can you please repeat interpreter vs compiler,1
can we create new data type,1
did not use int,1
can t convert,1
can t convert complex to int,1
is it creating new fnum variable,1
can we convert into set or dict,1
is there any use of literals in data science projects,1
can we create unicode,1
can we create our interpreter,1
can we create our own unicode,1
can you please add notes along with videos for the garter revision,1
are you going to use jupyter or google colab only,1
will start at 8pm,1
can we use having clause instead of inner query,1
can you share this sql cx live import file for our sql practice,1
will work,1
can you please explain the build in scope example,1
can you explain the same in tutor,1
can you teach windowing too,1
can you explain that 3 cardinality,1
is python low level language,1
can we groupie on 2 columns,1
do like the session guys,1
is hypothesis testing important for data analyst,1
can i submit old tasks now,1
will be doing any projects on sql,1
can i join from pakistan,1
will we study trigeer and store procedures,1
can you please also take immputation techniques for missing and nan values,1
can i get this video after 10pm today,1
is it is mambership oprrator,1
can you please explain it again,1
can anyone ans my question,1
can you give after that more complex example too,1
will we complete entire python in this month,1
can t hear you sir,1
are you teaching data science in college,1
is data structure is important for data science,1
have 8 years of experience in mainframe and recently learned statistics and ml models did some projects and started with nlp basics now i am facing problems in resume building,1
are u from patna,1
is there any paid course of campusx,1
is data structure and algorithm in python is important for machine learning,1
do we need to learn every algorithm from scracth,1
do i have to learn deep learning before starting nlp,1
can bsc it students become a data scientist or engineering is mandatory,1
is it possible to switch career to data scientist at age of 40,1
can you give me referral in any startup anger symbol heart exclamation,1
can we save the dataset after filtering data,1
can we see contribution of each feature in accuracy,1
can hear you,1
have filled the form,1
can we have a small video series on using git and also creating a good github profile,1
can we use this knowloge is fantacy cricket,1
will you be teaching computer vision,1
can we use apply here,1
is it possible to convert owen haris to owenharis,1
is week maza ai ga,1
should we write class name in pascal case,1
does this mean we can create our tuple class and make it mutable,1
can u please share your collar file until here,1
can u quick revise while flow,1
can we make a function for checking pin instead of writing it again and again,1
can be used to define default values,1
can there be multiple constructor,1
can we have more than 1 constructor,1
is there any destructor concept,1
can we use oops as module,1
can we create our own magic function,1
can we say list as dynamic array,1
do share the playlist as well in the website,1
is complex no a tuple,1
can we do,1
does append permanently change the list,1
can we insert more items or only 1 item,1
can use append() repeatedly also can use operator or can use extend() method for multiple inserts,1
can we use and,1
can t we use and in two conditions,1
have practice on list comprehenssion,1
do index(a) and index(b),1
can you solve problems now list problems please,1
would love to have a playlist in time series and nlp,1
will you hire me as a intern,1
can you make a playlist for mathematics ik ml,1
am from kolkata yess,1
can a non btech and non computer science switch to data science please answer folded hands,1
can i enter at age 40,1
would love to see you restarting the mentorship program,1
can b com graduate learn data scientist,1
can we switch to data analytics from hotel industry,1
can b com graduate learn data scientist slightly smiling face slightly smiling face slightly smiling face slightly smiling face,1
can b com graduate learn data science slightly smiling face slightly smiling face slightly smiling face slightly smiling face,1
can b com graduate learn data science,1
is it hard to find job of ds because of i am mechanical engg,1
can you make 100 days for nlp also,1
are there no or less jobs in data science or machine learning due recession,1
are projects in companies deployed the same way as in your end to end projects,1
can i complete ds in 6 month,1
are projects in companies deployed the same way as in your end to end projects playlist,1
are sir aap bhagwan ho,1
can you suggest idea about any type of projects in supply chain management with implement of machine learning,1
can you make 100 days playlists for nlp,1
does web scrapping is important for data science,1
can we direct go to deep learning by basic knowledge in ml,1
can bsc maths hons students can get job for data scince,1
are the real time projects in companies deployed the same way as in your end to end projects,1
can i learn deep learning on normal computers like 8gb cpu computer,1
are the ml real time projects in companies deployed the same way as in your end to end projects,1
is mice use for categorical imputation,1
can we use input function in it,1
can we write power( b 1),1
can we put > sum(args),1
can we create local and global functions,1
will remain same,1
is there any concept of pointer,1
is it possible func main( a func 1() ),1
can function arg can be another function(),1
do it now,1
have your diiner washhands,1
can you explain last example again,1
have your dinner,1
is file system database,1
is all db used sql,1
should have basic knowledge of all,1
may be capability,1
can we say schema is a structure of table,1
can we get the program schedule through e mail,1
can understand today class i know simple regression,1
do we need to remember these loss functions or conceptual understanding is enough,1
can you give example of schema design of one to one,1
can u make similar playlist for cybersecurity,1
can we use sub query,1
can we get pdf copy of all questions and answers,1
can i go for interview after learning sql,1
are 1 baje good morning rolling on the floor laughing,1
is nitish sir from iit exploding head exploding head,1
can we make notes for remember these functions,1
is it okay to form two man s group slightly smiling face,1
is result ko round bhi kr dijiye,1
can we use math module and use factorial in result result i line,1
can u explain it again,1
is anyone else facing issue with video quality for me video is blurred for the first 10 15 mins,1
can we use print(j x ),1
can it be done without using else,1
do no ko skip krna hoga to,1
can you give 30 t0 40 question only on conditional statement,1
is it possible to switch to data science job without experience,1
is it possible to find remote job ml basis,1
do we really need visualization or any told will help,1
can i pay with paypal,1
can we provide color parameter here in wrap,1
are facet plots use same logic as subplots,1
can we call any graphic function in oop,1
can we use l1 point on line(l1 p1),1
can we make one class the we make method for line in 1st class,1
will add new attribute,1
do coding in gov job also grinning face with big eyes,1
should not,1
will this work and change,1
can we get this dataset,1
is this live aur recorded video,1
will you teach in english or hindi,1
is there paid video available later bcoz office time is 6pm to 3am,1
can u suggest to follow previous ml content,1
can we join in last month of course,1
can t wait to start this journey with you being waiting for long time mate love from london,1
can a 12 passed student want to learn data science,1
sir best websites ya apps bata dein practice karnay ka liye datascience ki,1
sir aap data visulatisation ki class bhi hoga ya nahi,1
hi sir m es waqt ek fresher hu and mne apse data analytics sikha h and muje job ya intership kse lu smj nhi ata,1
sir like se aam hojayegi ya kbi kbi regex is important,1
tera baap chod ke gya ya teri ma rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,1
sir es course ke bad ml pura ho jyega ya baki v rahega kuchh,1
kv kv extras ke chalte 6 runs ya 4 runs batsman ko mil jate h pr wo boundary nhi hoga very very rare but happens in cricket,1
sir ap kolkata me offline training dete ho ml ka ya placement training,1
list ka ya string ka,1
sir hum xampp par query perform karenge ya mysql workbench par,1
seaborn pe jayada focus kare ya plotly pe,1
sir ab is baar planning okay ki hai ya pichli baar jaisa 1 saal tak course chalega,1
and 1 more question sir aapne tkinter ke porjects build kiye hai toh uska real world me kuch application hai ya bus projects build ya knowledge pupose ke liye,1
face with tears of joy placement hoga ya nii as example,1
sir js tra dsmp 1 ma monthly subscription tha is ma b monthly subscription ha ya ni,1
sir content beginners k liye h ya jinhone phle s pdha hua h unko b fayda hoga,1
hi sir kuch din chhuti li thi pechheke videos dekhu ya continue kru,1
sir axis main 0 and 1 row hota hai ya col,1
sir me dubara youtube pr payment kru ya website pr to issue hn,1
super over wala add ho ya hoga,1
sir ipl team track record wala question value counts() se hogi ya groupby(),1
not sure agar m sahi hu ya nhi,1
sir next computer vision ya phir mlops,1
ap datascst ho ya teacher,1
ap teacher ho ya datasciencetist and and and,1
companies me mysql workbench direct use hota h ya python k through connect hota h,1
 2 ke baad 0 aana chahiye na ,1
 sir large language models ke baare me btaoo na ,1
 sir thoda lagre language model ke bare me batoo na ,1
 while k bad bina else ke bhi print statement lga skte h na ,1
 sir mysql mai to query likhna hoga na table banane ke liye ,1
 sir abhi exams chal rhe hain so soch rha bas clases karne ka wo gui development and decorators wala class thoda bacha hai baad mein karlene se hoga na assesment mein zyada q to nhi aaeynge ,1
 but khudka constructor nahi hai to wo flow follow karega na ,1
 sir kaggle completions pe session lo na ,1
 sir ye deep learning jaldi jaldi complete karo na please ,1
 sir column ko string me convert karne ke liye str(movies[ genres ]) bhi use karsaakte hai na ,1
 yes drop na karke nikaliye ,1
 sir deeplearning ka course laoge na please ,1
 sir isko simply bina group by lagaya over () ma partion by fid kar ka solve kar sakt h na ,1
 sahi matlab alag alag function ka alag alag hoga na ,1
 sir ek baar salary comparison expalin karo na self join karke ,1
 df df append() ki jagah sirf df append() kar sakte hain na sir ,1
 sir interview session ka series kijiya na ,1
 please reply agar abhi membership leta hoon toh paid videos ka access toh milega na abhi because i am about to buy membership now please reply now please please ,1
 for loop thoda kal bataa dena na sir ,1
 sir best book suggest karo na nlp k liye ,1
 sir android ml ka koi course lavo na lamba vala matlab ak vo video hai na vaisa ,1
 sir android ml ka koi course lavo na lamba vala ,1
 sir kabhi meetup rakho na kisi city me ,1
 at 07 rg sir ka chehra dekhne to nahi aaye na bhai audio aa to rhi hai barabar ,1
 at frenko jha sir na aaj colab open kara tha direct ,1
 model deployment ke bare me video s karo na sir ,1
 sir joins alag hote hain na primary key foreign key ko use karke hum jo merging karenge ,1
 sir onenote me save krne ka option hota na to save kr lo ,1
 eda achhe se kara na extra bhi lena class wo main he ,1
 sir live class ka liya members la na ho ga kaya ,1
 sir free wale members ko content saab free hi hoga na sirf thursday and friday ka session paid members ki liye hai ,1
 sir second lecture ki handwriting notes upload kro na ,1
 sir sql ke second lecture ki handwriting notes ki link dalo na ,1
 desi word mai phek na aur lapetna goodvibes goodvibes ,1
 sir zyada theory pe focus toh nahi hoga na we need more hands on ,1
 bhai python data structures videos banao na bhai ,1
 usme toh hai hi nahi na ,1
 super() (price brand) se bhi chalega na ,1
 homework dedo na sir ,1
 na man i love your content always ,1
 ek se jyada venue to ho saktha tha na ,1
 in iloc index excluded but in loc index included is correct na ,1
 sir mera first day hai koi issue to nhi hoga na ,1
 ab mazza aa rahha hain na ,1
 sir iss month tho maine subscription leliya to koi prblm nhi hai na ,1
 sir drop na krdo original wala mae toh aur better result dikhaga ,1
 we can not use appen too na ,1
 sir blank tupple me appen krenge to wo mutate ho ga na ,1
 data sort krde to skew change ho jaega na ,1
 aapaka face upar krlo na ,1
 drop duplicates h na sir function pandas me ,1
 hello bhayia open source p thoda content bnayie na ,1
 feedback bhi randomly lege na ,1
 samaj aya na ,1
 sir apka camera windo niche lo na please wo dikh ni raha ,1
 sir ye tinder dataset lao na ,1
 yee ab maja ayega na vidu star struck star struck ,1
 sir practice k liye kuch banaye na ,1
 sir abhi banao na please telegram group ,1
 aaj brushup hogi na pichle wala ,1
 sir standard normal distribution aur normal distribution same hote hain na ,1
 sir hume sedha oop hi sekhana chahiye tha na ,1
 na ho sir ,1
 sir chuna laga diya internet bala na ,1
 sir array mein address nhi hotey direct store hotey hain isliye fast hotey hain na ,1
 saturday ko 2 classes hai na ,1
 sir app free zoom course banao na plz ,1
 sir aap mock interview conduct kro na ,1
 mlops pe video banao na sir ,1
 filter bhi hof hai na ,1
 sir tabiyat thik he na apka ,1
 individually unique nahi hai tabhi to composite banaya na at the dog man legend ,1
 dl bhi live le lo na sir ,1
 ye to capping mein use hojayega na sir ml mein ,1
 single loop se bhi ho skta h na sir ,1
 abhi maja aayega na bidu ,1
 agar sir hum chaheh koi bahar se attribuate na bana paaye to ,1
 sir wo pandas advanced tak cover hoga na ,1
 when overfitting the high bias not variance? ,1
 i am not able to share notes on discord anyone else facing the same issue? ,1
 sir web development ka course hoga kiya?? ,1
 sir tomorrow s lecture will be posted when ?? ,1
 sir one small question to you about multi threading are you also going give lessons on them? at campusx ,1
 without having an active experience in data science how to get attention of recruiters? ,1
 this months python content would be available on website?? ,1
 at shiva sharma thanks koi bhi dal sakta hai? audit bhi hota hai content ka? ,1
 value error ?? ,1
 error aur exception kya same hai? ,1
 debugging easy hai other language sa ? ,1
 is it only applicable when we use any external device to store or retrieve our data? at campusx ,1
 can u plz repeat once sir? at campusx ,1
 sir exception handling is done for both compile time errors and execution errors or only for execution errors? ,1
 sir traceback print exc() dekha tha maine error msg display karne ke liye yeh kya hai? ,1
 1 tarik se zoom classes? ,1
 security ka bara padhaya jaya ga ? ,1
 can you repeat again? ,1
 finally compuslory hai ya optional?? ,1
 can we throw this error anywhere in code? ,1
 benefits of raise exception ? ,1
 sir custom error bhi bna sakte hai? ,1
 sir in case of 1 raise and multiple exceptions which exception will catch the error? ,1
 what is use of this? ,1
 sir iska faida kya hai?? ,1
 whats the use of it? ,1
 kind of reusability? ,1
 readability ?? ,1
 kya security ka bare ma padhaya jaya ga ? ,1
 else execute hone ke baad bhi finally execute hoga ??? ,1
 any other example? ,1
 next topic sir? ,1
 sir how would we handle this without custom exception class? ,1
 1dec se zoom classes? ,1
 sir ek or example mil saktha? ,1
 download in website? ,1
 this month s paid content would be available on website for paid members?? ,1
 sir i already paid 799 on nov 24 even my current subscription is ongoing however why the upcoming course validity is showing till dec 24 when the zoom course starts from dec 1st? at campusx ,1
 sir aapke youtube pe nlp jitna h o kafi h ya or v kuchh baki h??????????? ,1
 sir gui in python?? ,1
 sir aap app development kiya sir? ,1
 can we go tto 150 likes? ,1
 stats karwaoge kya sir? ,1
 custom exception class is only in python or in java also? ,1
 main name? ,1
 this month s paid content would be available on website for paid members? ,1
 data science ke liye django necessary hai kya? ,1
 sir python ke liye koi book? ,1
 sir can u plz suggest a good book for practising for pythan? ,1
 advance python ke liye koi book? ,1
 sir can u plz suggest a good book for practising for pythan? at campusx ,1
 sir eda k liye books better h ya kaggle notebooks? ,1
 why? ,1
 what happened? ,1
 6 likes? ,1
 why all classes are not held on zoom ? ,1
 can we reach to 175? ,1
 ans? ,1
 where is dataset? ,1
 can you explain ntile ? ,1
 sir sql u r teaching free is enough for data analyst?? ,1
 sir can we get the recording of the live lectures? ,1
 anyone from pakistan who has already enrolled? how have you made the payment? ,1
 ) sir emi ka option ? ,1
 sir will you cover python as well? ,1
 is it no cost emi? ,1
 sir dsmp 1 ke videos youtube par member huye bina dekh sakte he aur nai?? ,1
 can we refer your ml videos for gate exam? ,1
 computer vision include nahin karenge jan course main ? ,1
 master card ?? ,1
 is there any support for placements or can you bring someone who got placed ? ,1
 adnan saeed you mentioned you already are enrolled how did you make the payment from pakistan? ,1
 adnan saeed can i have your mail id please? ,1
 sir us me kaha kaga gaye hain? ,1
 will all the lectures be taken by you? ,1
 can i complete this course sooner ? ,1
 sir how much discount is given to dsmp 1 candidates and what is the validity of dsmp 2 for them? ,1
 dear sir please find a solution how to be a member and pay the fee from afghanistan western union? ,1
 guys from pakistan how have you guys planned to make payment for this course? please advie? ,1
 when recordings be available? ,1
 will you cover bayesian machine learning ? and recordings will be available in case i missed live classes ,1
 at campusx sir aapka nlp wala playlist complete hai kya ? ,1
 will the projects done in the course cover deployment on cloud server so that they are live? ,1
 sir will time series analysis and forecasting covered? ,1
 i am very interested in pyspark and databricks will it be available in the course? ,1
 end to end case study you mean from data gathering to model deployment on aws and hyrakoo or else ? ,1
 is the emi option no cost? ,1
 generative ai ke around lectures aayenge? ,1
 sir next january means 2024 january for starting deep learning?? ,1
 is there a limit to how many students per batch? ,1
 will time series forecasting be covered? ,1
 sir sbi emi option? ,1
 computer vision include nahin karenge jan course main? ,1
 sir i am following 100 days ml series i am not able to join you for dsmp 2 ? ,1
 sir weekly avg kya rahega class hours ka? ,1
 ) sir sbi emi? ,1
 is there any way possible to opt just for mlops sessions without purchasing the whole course? ,1
 can we pay the money through ime or western union? please please ,1
 kubeflow?? ,1
 sir i have 3 yrs of exp in data science field and worked on gen ai is this course helpful for me ? ,1
 sir i am already doing dsmp1 and it will take few months soo i will get off later also?? ,1
 will the live classes be scheduled on weekends or weekdays? ,1
 i have already paid for dsmp 1 for this month but i want to switch to dsmp 2 now so should i wait for a month and enroll from next month? ,1
 sir what about nlp ? ,1
 will web scarping be covered in detail in dsmp 2? ,1
 sir is class on daily base? ,1
 sir es bar powerbi advance excel kar sakte kya?kyuki kafi sare jobs me required skill hota hai? ,1
 first will you be starting with left over topics from dsmp 1 0 ya phir seedha mlops se? ,1
 sir deep learning ke course ke bare me kuch plan he ? ,1
 can we refer your dsmp 2 for gate exam? ,1
 sir dsmp 2 ka content membership sey daal sakte ho ???? ,1
 will it be a practical hands on session for mlops and other tools ? ,1
 it means that there is no recorded lectures of dsmp 2? ,1
 live class will be schedule on weekdays or weekends ? is it daily base ? ,1
 hello sir how can i work with you? ,1
 only weekday classes hi hai na? ,1
 is classes are daily? ,1
 how to become your intern? ,1
 sir nlp playlist complete hai ???? ,1
 course ki fees kya he sir? ,1
 sir jis trah dsmp 1 mai monthly subscription tha esme bhi monthly hoga? ,1
 sir mra abhi ml part rehta hai dsmp 1 me to kya main dsmp 2 course me enroll kr skti hu? ,1
 sir will the case study project in dsmp 2 0 will be done at the end or in between ?? ,1
 sir dsmp 2 0 ka content youtube membership ke through hoga ?? ,1
 hand pink waving to be a data scientist is it necessary to complete nlp and dl too? ,1
 sir nlp course mei kya generative ai deep learning bhi hoga ? sir kya apka deep learing playlist is good enough to fully understand the deep learning ya fir aur bhi kuck karna padega ? ,1
 dsmp 1 0 is available for free on youtube ? is that what you mean by we will start from dsmp 1 0 ? ,1
 will you be taking the live classes or other teachers? ,1
 data scientist bane ka liye dp learning and genetic bhi aani chahiye kya ?? and data scientist ki small startups main jarurat nahi hoti na ,1
 sir apart from how this course will help us in placement?? ,1
 sir jaise last time dsmp1 monthly pay kr skte the voh dsmp2 me bhi honga na? ,1
 hello sir will all the topics be taught by you or your teams? ,1
 at campusx i have finished 40 percent of dsmp 1 is it enough to enroll in dsmp 2 0 without any doubts? ,1
 is the 10 percent discount applicable for those who are existing students of dsmp 1 and will enroll in dsmp 2 0 by paying the remaining amount? ,1
 can i use master card ?? ,1
 fun quest who is that lucky intern working under you? ,1
 debojit mandal can i have ur linkedin id? ,1
 sir is it possible to enroll for only dsmp2 ? ,1
 sir nlp course mei kya generative ai deep learning bhi hoga ?sir kya apka deep learing playlist is good enough to fully understand the deep learning ya fir aur bhi kuck karna padega ? ,1
 expiry date of discount code? ,1
 will ec2 instance be covered? and will support be given after the course is completed? ,1
 class time day hoga ya evening ? ,1
 dl and nlp are necessary to become a ds??? ,1
 can you show how the course will look in unacademy platform ? ,1
 sir is r programming important as a data scientist? ,1
 will dsmp1 assingment and projects be checked and scored? and will queries from dsmp1 be addressed? ,1
 sir assignment milega iss time?? ,1
 sir is there any chance through which i can work with you? as sme or anything else? ,1
 sir maine dsmp 1 me full payment kia hai to agr main 11 nov k baad payment krti hu to kya discount available rhega? ,1
 sit it is recommended to first complete dsmp1 0 than enroll in dsmp2 0? ,1
 sir 10 percent discount old students ke lie nhi jinse dsmp 1 pura 5600 pay kia hua hai answer this please sir ? ,1
 at campusx can you explain in short what exactly is ml ops? ,1
 last date ? ,1
 is ml even necessary? i have seen people talking about focusing more on deep learning and statistics ,1
 why you not starting computer vision like a mentorship program? ,1
 is there any whatsapp group for dsmp 2 0 ? ,1
 is mlops knowledge help to get an edge as a fresher for data scientists over those who don t know mlops ? ,1
 normally what time live session will happen? ,1
 sir i mailed you have you seen pleading face ?? ,1
 sir deep learning kabhi nhi padha hai ye course krne me dl ki jarurat hogi? ,1
 is dsmp enough to learn and transition to llms?? ,1
 sir when will be the deep learing and nlp coure launch ? ,1
 sir what level of python coding questions can we expect for entry level data scientist interviews? ,1
 is r programming imp for a data scientist? ,1
 sir when will the deep learning playlist will be completed? ,1
 class time after 7 30 rhega ye to fix hai na sir ? week me kitne din class rhegi ?pls answer ,1
 hello sir i am first year college student from a tier 3 college and i want to be ml engineer can you guide me please? it would be really helpful ,1
 can machine learning aspirants follow this program ? ,1
 whatup bhaiya ? ,1
 sir course kab se start hoga? ,1
 abhishek what s your role? ,1
 sir course mai ml scratch se sikhayege?? ,1
 sir i am doing meng industrial engineering in canada sir can i join this course will it be accessible in canada??? because sir my masters skillsets majorily same as the data science field ,1
 sir what is the fee for this course? ,1
 sir india k bahar say join kr skte hain??? ,1
 will this course be better than ineuron? ,1
 is this course for a person who is already working in ml and nlp? ,1
 what is the duration of the course sir ?? ,1
 sir data science m power bi use hota h ? ,1
 will u upload this live ? ,1
 may 2023 would be last month for this course ? ,1
 when course will start? ,1
 classes kaha ho gi ? ,1
 data analyst kab aayega bro? ,1
 for experienced ppl this course is suitable? ,1
 sir will this course teach us faang level skills? ,1
 kahi free videos aana band to nahi ho jaayenge bhaiya ? bahut zarurat hai free videos ki please band mat karna ,1
 sir mere pas card nehi ha so kasa join karu upi payment ho sakta ha?? ,1
 koi tool add krr lijiye like power bi or tableau? ,1
 hello sir alternative of fee payment because youtube membership is not available in my region? ,1
 isn t 3 weeks too less for maths for ml? ,1
 sir should i join in january because i have semister exam in december? ,1
 homework may kitne questions doge sir? aur practice set bhe milega kya? ,1
 will non maths background people can learn from this course? ,1
 how to join this course?? ,1
 can anybody be a paid member outside of india? ,1
 how many hours per a day sir?? ,1
 can you atleast try to please keep subtitles in english for the course lectures for non hindi understanding students?? ,1
 sir can it be accessible from canada also? ,1
 is registration still going on ? ,1
 is there any price? ,1
 price? ,1
 who are the people that this program is for? is it college students people looking for career switch or looking for job? ,1
 sir how to pay money from nepal there is no international payment process in nepal??? ,1
 is it applicable for data analyst role? ,1
 will you provide study material or summary of session (i e notes)? ,1
 developer vs data scientist which carrer is more promising sir? ,1
 sir how to take membership from nepal?? ,1
 nlp deep learning and time series pakka chalu karogey sir ? uska pricing kya hoga sir ? ,1
 sir college goers ke liye kitna time needed hai for this course ?? ,1
 deep learning? ,1
 sir along with mentorship program deep learning series continue ? or what ? ,1
 can we get course curriculum? ,1
 sir placement assistance mein kya kya hoga? ,1
 writing notes will provided or not ? ,1
 sir can university students manage this with their academic studies? ,1
 date of class start ? ,1
 what time zone is the live class? ,1
 nitish i will miss the saturday morning session as i have office in saturday how can you take care? ,1
 notes ? ,1
 can people appear for placement? ,1
 how to take membership from nepal sir??? ,1
 how many ml projects to keep in resumes? ,1
 big data and hadoop subject nhi rahega kya?????? ,1
 these things will happen on colab naa sir ? ,1
 where is the course module ? give us the link ,1
 sir how foreigners can pay you? ,1
 sir maths accha nhi ha mera to kr saktu ha ye course ? ,1
 pura curriculum kahaa dekh sakte hai ? ,1
 deep learning not added ? ,1
 dl time series aur nlp ko ketne duration lagne wale hai? ,1
 sir pakistan se pay kese krenge hum? ,1
 deep learning ? ,1
 how much dsa is required ? ,1
 notes and study material? ,1
 how to take membership from nepal? ,1
 hello sir alternative of fee payment because youtube membership is not available in my region? can i pay you direct in your bank account? i want to join this premium course at any cost pleading face ? ,1
 hi sir how much experience can we consider after completing this course or should we have to consider as fresher ? ,1
 sir time 9 bje se ho skta hai kya grinning face with sweat q ki mai office jata hu rajhathat ecospace or howrah salkia aane mai 8 30 ho jata hai yeh ho skta hai kya? ,1
 linkedin profile building pe kuchh session hoga kya sir? ,1
 tableau aur power bi ke lie license kharid na parega? ,1
 people with experience can appear for placement? ,1
 grinning face we need deep learning and nlp from you sir?????????? ,1
 hi you will be the mentor for complete course? or you will take some part ,1
 kitne modules complete hone pe interview dene layak ban jayenge? ,1
 is it a full stack or general data science course? sir plz answer ,1
 dl time series aur nlp ko ketne duration lagne wale hai? after completing this course ,1
 i have cracked version of tableau 2019 is it okk? ,1
 how to apply for this membership program?? ,1
 apkato ak nlp ka play list already he? ,1
 can 2 person use on 1 id? ,1
 sir i m third year student can university students manage this na with their academic studies? ,1
 how will be job assistance is it job guarantee??? ,1
 probably we can keep saturday time in morning and early noon itself? this was we can save sat eve and full sunday as well ,1
 plz take up my question does this course come up with a full stack data science or a normal data science? ,1
 sir mera age 36 can i submit your course?? ,1
 how are we going to pay (from bangladesh)??? ,1
 sir how can i take your membership? i m from pakistan ,1
 can 2 person use take on 1 id ? ,1
 my maths is weak ao can i enroll ? ,1
 hello sir placement assistance mein referall type kuch milegyaaa? ,1
 sir how the coming recession will affect ai and ml placements? ,1
 will theory questions be answered or is the qna session limited to tech related questions only? ,1
 how will be the placement assistance ??? ,1
 will advanced webscraping be added in python classes? ,1
 classes k timing change ho skti h kia ? ,1
 mujhe bas nlp deep learninh open cv ml hi padhna hai baki mene padha hu hai tou main kb join kru course ??? ,1
 sir i am a statistics student should i start learning with this course? ,1
 sir is it a full stack data science or a general data science course? plz take up my question is it possible for you to include some big data and cloud things on it? ,1
 sir my question is regarding projects what type of project we will be covering? ,1
 sir there are so many companies in which inital rounds are based on data structure and algo anything for that? some classes or atleast some good material from other places you would suggest then? ,1
 sir how many end to end projects will we make in this course? ,1
 hindi mai interview nhi de skte kya?????? ,1
 where more focus for make best developer as per your view? ,1
 apka video ka pdf mileage? ,1
 will i be job ready after completing this program? ,1
 will advanced webscraping be added in python classes ? ? ,1
 is it possible for you to include some big data and cloud things on it? ,1
 sir i am msc statistics from makaut is this background ok? for a job ,1
 sir where are you from? ,1
 kab launch hoga? ,1
 sir jo statistics aur other mathematical portion rhega uske liye koi pre requisite? ,1
 course is suitable for data analyst role? ,1
 sir projects kitne mahine ke bad start hoga? ,1
 sir notes milege ? ,1
 can you please include big data and deep learning too? ,1
 sir i3 4gb chalega kyaaaaa ???sir i5 ni khareed sakte abhi filhal smiling face with tear ,1
 is it possible for you to include some big data and cloud things in this course? ,1
 hello bhai i have an amazon applied scientist interview tomorrow could you please give me some suggestions? ,1
 sir tum kon college se professor ho? student are very lucky to get you ,1
 statistics is the essential part of ml are you considering sessions for the same? ,1
 after thus course what kind of job roles can we target? ,1
 sir is course ke bich industry me kuchh data science se related update hota he to us case me hamare course me bhi study material update honga? ,1
 sir can you tell me more about your background? ,1
 how will you execute placement assistance? ,1
 is there any mongodb module there in couse? ,1
 will recession affect data science jobs? ,1
 can you include big data and clouds in this course? ,1
 i just joined will we learn nlp and mlops? ,1
 sir can we take paid session within course like in 4th month or 5th month? ,1
 sir deploying machine learning model using flask fastapi or streamlit pe class honge na?? ,1
 data analyst role is this course applicable? ,1
 bhaiya dbms is syllabus mey cover karogey kya? ,1
 sir can you get recorded video after 7 months? ,1
 sir notes milege sab modules ke ? ,1
 website for projects??pls recommend ,1
 how are the job opportunities for fresher data science and data engineer roles? ,1
 thanks sir also will we learn monitoring after deployment? ,1
 is it true that data science job is not easily got as fresher instead go for data analyst ? ,1
 sir how can i take your membership?? i m from pakistan ,1
 sir how to get comfortable in maths ? ,1
 hi sir i am a data analyst in monreal canada what should be the right way to be a data scientist in google? what skills are required and how many years of experience required? ,1
 after 7 month to access paid conten i have to pay again? ,1
 dbms?? ,1
 can we meet after place to you? ,1
 sir 4 yr of experienc (in manual testing) this course kitna package lg sakta ha ? ,1
 sir after completing successful mentorship program how much experience can we consider or should we consider ourself as fresher in data science? ,1
 when it will start? ,1
 is mongodb included in the couse? ,1
 hello sir tomorrow is my applied scientist interview at amazon could you please give me some suggestions? ,1
 hi nitish will you be taking kaggle live sessions too? ,1
 sir can we take paid session in between course like in 4th month or 5th month? ,1
 python oops concept bhe cover hoga? ,1
 after completion this course can i apply for data analytics jobs also? ,1
 sir how can people pay fee from pak??? ,1
 sir aapko ghusa nahi aata? ,1
 hi sir i am a data analyst in monreal canada what should be the right way to be a data scientist in google? what skills are required and how many years of experience required??? ,1
 what are you doing in profession apart from teaching?? ,1
 sir is this program for only data science or for both data science machine learning ? ,1
 sir can u crack a sr data scientist role in google and facebook now?? ,1
 sir swagger api me class hoga na? ,1
 sir i did graduation in arts 2017 will i eligible for job? ,1
 hi sir i am a data analyst in montreal canada what should be the right way to be a data scientist in google? what skills are required and how many years of experience required?? ,1
 how companies will consider for the interviews? will assessment marks be considered? ,1
 sir kitne end to end projects banayenge iss course me? ,1
 will it be in hindi only? ,1
 sir bsc electronics graduate hu kya job lena ma problem nhi hoga ? ,1
 sir data science or cloud computing ? which has more possible for a normal performer (3 rating out of 5 kinda performer) ,1
 after 8 months courses will be available on youtube for paid students? ,1
 what statistics topics will be covered? ,1
 joined late you might have answered it will we be having projects that we can have showcase in our cv? i mean kaggle wale projects nahi ,1
 sir swagger api me class hoga? ,1
 are projects based only on ml or on data science also? ,1
 hi sir i am a data analyst in montreal canada what should be the right way to be a data scientist in google? what skills are required and how many years of experience required??? ,1
 sir only all month paid subscription users will be able for being recruited? ,1
 sir what about placements assistant ?? ,1
 mongodb included hai kya course mein? ,1
 sir i doing bsc statistics 2nd year can i start learn data science? sir ,1
 how can i get internship in machine learning and ai? ,1
 data scientist vs software developer which career is best sir?????? ,1
 sir only all month paid subscribers will be able for being recruited? ,1
